id,degree,Y,catVar
4437,1,0,b
4438,10,0,b
4439,50,0,b
4440,7,0,b
4441,30,1,d
4442,5,1,d
4443,3,1,c
4444,1,0,b
4445,15,1,d
4446,4,0,b
4447,5,0,b
4448,16,0,b
4449,30,0,a
4450,150,0,a
4451,18,0,a
4452,15,0,a
4453,20,1,d
4454,1,0,b
4455,5,0,b
4456,200,0,b
4457,10,0,a
4458,6,0,b
4459,25,0,b
4460,150,0,a
4461,8,0,b
4462,20,1,c
4463,15,0,b
4464,2,1,d
4465,40,0,b
4466,2,0,b
4467,35,0,b
4468,20,0,a
4469,5,1,d
4470,5,0,b
4471,4,0,a
4472,6,1,d
4473,1,0,b
4474,3,0,a
4475,20,1,c
4476,8,0,a
4477,5,0,a
4478,2,0,a
4479,7,0,b
4480,50,0,b
4481,3,0,b
4482,2,0,b
4483,15,0,b
4484,9,0,b
4485,20,0,b
4486,10,1,c
4487,110,0,a
4488,5,0,a
4489,2,1,d
4490,15,0,b
4491,50,0,b
4492,4,0,a
4493,2,0,b
4494,3,0,b
4495,1,0,b
4496,5,0,b
4497,20,1,c
4498,25,0,b
4499,47,0,b
4500,3,0,b
4501,40,1,d
4502,100,0,b
4503,25,0,a
4504,5,0,a
4505,2,0,b
4506,8,0,b
4507,7,0,a
4508,6,0,b
4509,12,0,a
4510,35,0,b
4511,50,1,d
4512,30,0,b
4513,2,0,b
4514,5,1,d
4515,14,0,b
4516,170,1,d
4517,6,1,c
4518,4,0,b
4519,3,0,b
4520,1,0,a
4521,12,1,d
4522,10,0,b
4523,4,0,b
4524,5,0,b
4525,20,0,b
4526,15,1,c
4527,5,1,d
4528,1,0,b
4529,30,0,b
4530,3,0,a
4531,160,0,b
4532,8,0,b
4533,15,0,a
4534,5,0,b
4535,10,0,b
4536,25,0,b
4537,2,0,b
4538,3,0,b
4539,50,0,b
4540,1,0,a
4541,50,0,b
4542,16,0,b
4543,30,1,d
4544,3,1,c
4545,450,0,b
4546,10,0,a
4547,250,0,b
4548,12,0,b
4549,5,0,a
4550,100,0,b
4551,4,1,c
4552,15,0,b
4553,5,0,b
4554,10,0,b
4555,4,0,b
4556,30,0,b
4557,5,0,b
4558,11,1,d
4559,2,0,b
4560,2,0,b
4561,12,1,d
4562,1,0,b
4563,14,0,b
4564,8,0,b
4565,12,1,d
4566,4,0,b
4567,4,0,b
4568,1,0,b
4569,15,0,b
4570,56,0,a
4571,30,0,b
4572,1,0,b
4573,15,0,b
4574,50,1,d
4575,30,0,a
4576,100,1,d
4577,190,1,c
4578,10,0,b
4579,5,0,b
4580,8,0,b
4581,150,0,a
4582,17,1,d
4583,1,0,b
4584,6,0,b
4585,75,0,b
4586,10,1,c
4587,10,0,b
4588,300,0,b
4589,160,0,b
4590,5,0,b
4591,10,0,b
4592,20,1,d
4593,2,0,b
4594,3,0,a
4595,7,1,c
4596,110,0,a
4597,1,0,b
4598,50,0,b
4599,12,1,d
4600,7,1,c
4601,75,1,d
4602,100,0,b
4603,4,0,b
4604,50,0,a
4605,10,0,b
4606,100,0,b
4607,4,0,b
4608,5,1,d
4609,15,1,c
4610,100,0,b
4611,6,1,d
4612,40,1,d
4613,4,0,b
4614,2,0,b
4615,30,0,a
4616,3,0,a
4617,3,0,b
4618,2,0,b
4619,3,0,a
4620,1,0,b
4621,50,1,d
4622,60,0,b
4623,1,0,b
4624,5,1,c
4625,2,0,b
4626,3,0,b
4627,20,1,c
4628,30,1,d
4629,10,0,b
4630,20,0,b
4631,43,0,a
4632,10,1,d
4633,50,0,b
4634,70,0,b
4635,2,0,a
4636,15,1,d
4637,2,0,b
4638,6,0,b
4639,3,0,b
4640,1,0,b
4641,10,0,b
4642,15,0,b
4643,40,0,b
4644,50,1,c
4645,8,0,b
4646,20,0,b
4647,3,0,b
4648,3,0,a
4649,20,0,b
4650,8,0,b
4651,20,0,b
4652,15,0,b
4653,4,0,b
4654,4,0,b
4655,79,0,b
4656,1,0,b
4657,250,1,c
4658,2,0,b
4659,20,0,b
4660,20,0,b
4661,10,0,b
4662,15,1,c
4663,6,0,b
4664,9,0,a
4665,10,0,b
4666,20,0,a
4667,50,0,b
4668,1,1,c
4669,20,0,b
4670,10,0,b
4671,6,0,a
4672,65,0,b
4673,10,0,b
4674,250,0,b
4675,30,0,b
4676,50,0,a
4677,100,1,c
4678,8,0,b
4679,10,0,b
4680,20,1,d
4681,1,1,c
4682,20,0,b
4683,5,0,b
4684,1,0,a
4685,3,0,a
4686,30,1,d
4687,1,0,a
4688,3,0,b
4689,3,0,a
4690,8,0,b
4691,30,0,b
4692,2,0,a
4693,10,0,b
4694,8,0,b
4695,15,0,b
4696,2,0,a
4697,8,0,b
4698,12,0,b
4699,4,0,b
4700,8,0,b
4701,4,0,a
4702,6,0,b
4703,5,0,a
4704,1,0,b
4705,30,0,b
4706,5,0,b
4707,7,0,a
4708,150,0,a
4709,2,0,a
4710,4,0,b
4711,7,0,b
4712,10,0,b
4713,20,0,a
4714,3,0,a
4715,6,1,c
4716,1,1,c
4717,30,0,b
4718,6,0,b
4719,2,0,a
4720,2,0,b
4721,2,0,b
4722,10,0,b
4723,186,0,b
4724,12,0,b
4725,50,0,b
4726,48,1,d
4727,20,0,b
4728,100,0,b
4729,20,1,c
4730,12,0,b
4731,100,0,b
4732,2,0,b
4733,10,0,b
4734,2,0,b
4735,45,0,b
4736,50,1,d
4737,200,1,c
4738,3,1,d
4739,8,1,c
4740,5,0,a
4741,15,0,b
4742,15,0,a
4743,50,1,d
4744,3,1,d
4745,90,0,a
4746,100,0,b
4747,30,1,d
4748,3,0,b
4749,5,0,b
4750,3,0,b
4751,15,1,d
4752,98,0,b
4753,120,0,b
4754,40,0,b
4755,20,0,b
4756,30,0,a
4757,25,0,b
4758,6,1,d
4759,8,0,b
4760,100,1,d
4761,2,1,d
4762,4,0,b
4763,30,0,a
4764,3,0,b
4765,30,1,d
4766,200,0,b
4767,35,1,d
4768,80,0,b
4769,30,0,b
4770,20,0,b
4771,6,0,a
4772,20,0,b
4773,5,0,b
4774,100,1,d
4775,20,1,d
4776,4,0,b
4777,6,0,b
4778,2,0,b
4779,4,0,b
4780,6,0,b
4781,2,0,b
4782,2,0,b
4783,12,1,d
4784,50,0,b
4785,123,0,a
4786,2,0,b
4787,35,0,b
4788,2,0,a
4789,200,0,b
4790,4,0,a
4791,1,0,b
4792,1,0,b
4793,7,0,b
4794,15,0,a
4795,4,0,b
4796,3,0,b
4797,6,0,b
4798,20,0,b
4799,500,0,b
4800,25,1,d
4801,20,0,a
4802,25,0,b
4803,20,1,c
4804,50,0,b
4805,3,0,b
4806,1,0,b
4807,2,0,b
4808,15,0,a
4809,10,0,a
4810,100,0,a
4811,5,0,b
4812,40,0,b
4813,10,0,b
4814,20,1,c
4815,9,0,b
4816,300,0,b
4817,15,1,d
4818,6,0,b
4819,20,0,b
4820,1,0,b
4821,15,1,d
4822,20,1,c
4823,15,0,b
4824,20,1,c
4825,60,1,d
4826,40,1,c
4827,60,0,a
4828,1,0,b
4829,1,0,b
4830,4,1,d
4831,50,0,a
4832,10,0,b
4833,25,1,c
4834,3,0,b
4835,50,1,c
4836,20,0,a
4837,7,0,b
4838,2,0,b
4839,15,0,b
4840,10,0,b
4841,30,0,b
4842,20,0,b
4843,90,0,a
4844,1,0,b
4845,20,0,a
4846,8,1,d
4847,70,1,d
4848,10,0,b
4849,6,0,b
4850,15,0,b
4851,5,0,b
4852,60,0,b
4853,50,0,b
4854,5,0,b
4855,2,1,d
4856,6,0,a
4857,30,0,b
4858,10,0,a
4859,3,0,a
4860,20,0,b
4861,20,1,d
4862,30,0,b
4863,20,0,b
4864,3,0,b
4865,4,1,d
4866,10,0,b
4867,1,1,c
4868,15,0,b
4869,4,0,b
4870,10,0,b
4871,7,0,b
4872,20,1,c
4873,10,0,b
4874,2,0,a
4875,40,0,b
4876,20,0,b
4877,1,1,d
4878,120,0,a
4879,6,0,a
4880,75,1,c
4881,8,0,b
4882,90,1,d
4883,150,0,b
4884,15,0,b
4885,55,0,b
4886,3,0,b
4887,50,0,b
4888,2,0,b
4889,1,0,b
4890,120,0,b
4891,6,0,b
4892,40,0,b
4893,24,0,a
4894,20,1,d
4895,10,0,b
4896,10,0,a
4897,40,1,d
4898,5,0,a
4899,2,0,b
4900,3,0,b
4901,10,0,b
4902,25,0,b
4903,5,1,c
4904,6,0,b
4905,10,0,b
4906,12,0,b
4907,12,0,b
4908,1,0,b
4909,10,0,b
4910,5,0,b
4911,20,0,b
4912,1,0,b
4913,150,0,a
4914,4,0,a
4915,30,1,d
4916,2,0,a
4917,6,0,a
4918,8,0,a
4919,9,1,d
4920,7,0,b
4921,4,0,a
4922,8,0,a
4923,5,0,a
4924,10,0,a
4925,2,0,a
4926,4,0,b
4927,50,0,b
4928,1,0,b
4929,22,0,b
4930,4,1,d
4931,3,0,b
4932,20,0,b
4933,10,0,b
4934,20,1,d
4935,2,0,b
4936,7,0,b
4937,50,0,a
4938,1,0,b
4939,13,1,c
4940,3,0,b
4941,10,0,b
4942,6,0,a
4943,100,0,b
4944,20,0,a
4945,3,0,b
4946,18,0,a
4947,120,0,a
4948,30,0,a
4949,10,0,b
4950,15,0,b
4951,50,0,a
4952,2,0,b
4953,2,1,d
4954,4,0,b
4955,20,0,b
4956,10,0,b
4957,1,0,b
4958,60,0,b
4959,150,1,d
4960,1,0,b
4961,30,1,d
4962,30,0,b
4963,5,1,c
4964,3,0,b
4965,50,1,c
4966,10,0,b
4967,5,0,b
4968,1,0,b
4969,8,1,d
4970,8,1,c
4971,4,0,b
4972,3,1,d
4973,15,0,a
4974,4,0,b
4975,2,0,a
4976,20,0,b
4977,20,0,b
4978,2,0,b
4979,60,0,b
4980,25,0,b
4981,50,0,a
4982,100,0,a
4983,6,0,b
4984,5,0,b
4985,6,0,a
4986,100,1,d
4987,1,0,a
4988,50,0,b
4989,1,0,b
4990,35,0,b
4991,4,0,b
4992,6,1,d
4993,3,0,b
4994,10,0,b
4995,30,0,b
4996,35,0,a
4997,3,0,b
4998,25,0,b
4999,4,1,d
5000,4,0,b
5001,10,0,a
5002,40,1,d
5003,1,0,b
5004,8,1,d
5005,10,0,b
5006,60,1,d
5007,10,0,b
5008,57,1,d
5009,12,0,b
5010,90,0,b
5011,7,0,b
5012,30,0,b
5013,50,1,d
5014,22,0,b
5015,7,0,b
5016,150,0,b
5017,3,1,d
5018,7,0,b
5019,7,0,a
5020,50,1,d
5021,6,0,a
5022,30,0,b
5023,6,0,b
5024,50,0,b
5025,10,0,b
5026,50,0,b
5027,12,0,b
5028,11,0,b
5029,8,0,b
5030,1,1,d
5031,20,0,b
5032,20,1,d
5033,130,0,b
5034,100,1,c
5035,2,0,b
5036,7,0,b
5037,4,0,b
5038,50,1,d
5039,2,0,b
5040,70,0,b
5041,20,0,b
5042,4,0,b
5043,20,0,a
5044,40,0,b
5045,20,1,d
5046,200,0,a
5047,20,1,d
5048,10,0,b
5049,30,0,b
5050,50,0,b
5051,15,1,d
5052,150,0,b
5053,5,0,b
5054,4,0,a
5055,3,0,b
5056,36,1,c
5057,4,0,b
5058,2,0,b
5059,6,0,b
5060,50,0,b
5061,2,0,a
5062,20,1,c
5063,2,0,b
5064,100,0,b
5065,5,0,b
5066,80,1,d
5067,15,0,b
5068,6,0,b
5069,2,0,b
5070,20,0,a
5071,40,1,d
5072,200,0,b
5073,12,0,b
5074,3,0,a
5075,10,0,b
5076,10,0,b
5077,4,0,a
5078,10,0,b
5079,60,0,b
5080,2,0,b
5081,30,0,a
5082,18,0,a
5083,20,0,a
5084,10,0,a
5085,10,1,d
5086,5,0,a
5087,3,0,a
5088,10,1,d
5089,15,0,a
5090,20,0,a
5091,100,0,b
5092,20,1,d
5093,15,0,b
5094,1,0,b
5095,8,0,b
5096,65,0,b
5097,3,0,b
5098,9,0,b
5099,12,1,d
5100,30,0,b
5101,110,0,b
5102,150,0,b
5103,5,0,b
5104,1,0,b
5105,50,1,d
5106,20,1,c
5107,2,0,a
5108,4,0,b
5109,10,0,b
5110,50,1,d
5111,1,0,a
5112,1,1,c
5113,26,0,b
5114,14,0,b
5115,10,0,b
5116,4,0,b
5117,25,1,d
5118,1,1,d
5119,4,0,b
5120,12,0,a
5121,2,0,b
5122,3,0,b
5123,60,1,d
5124,5,0,a
5125,20,0,a
5126,50,1,d
5127,20,0,b
5128,120,0,a
5129,10,0,b
5130,15,1,d
5131,20,1,d
5132,7,0,b
5133,21,1,c
5134,2,0,b
5135,9,0,a
5136,1,0,b
5137,10,0,b
5138,8,0,a
5139,1,0,b
5140,20,0,b
5141,90,0,a
5142,9,0,b
5143,70,1,c
5144,1,0,a
5145,8,0,a
5146,20,1,c
5147,4,0,b
5148,30,0,b
5149,100,0,b
5150,6,0,a
5151,2,0,b
5152,5,0,a
5153,100,1,c
5154,10,0,b
5155,3,0,b
5156,20,0,b
5157,3,0,b
5158,22,1,d
5159,40,0,b
5160,20,0,b
5161,150,0,b
5162,15,0,a
5163,7,1,c
5164,300,0,b
5165,1,0,a
5166,20,0,b
5167,6,0,a
5168,12,1,d
5169,2,0,a
5170,30,0,b
5171,40,1,c
5172,2,0,a
5173,15,1,d
5174,6,0,b
5175,10,0,b
5176,4,0,b
5177,22,1,d
5178,5,0,b
5179,4,0,a
5180,7,0,b
5181,30,1,d
5182,40,0,a
5183,18,0,a
5184,8,0,a
5185,10,0,a
5186,50,0,b
5187,2,0,b
5188,15,1,d
5189,4,0,a
5190,1,0,b
5191,60,0,a
5192,30,0,b
5193,3,0,b
5194,4,0,b
5195,3,0,b
5196,5,0,a
5197,10,1,d
5198,500,0,b
5199,80,0,b
5200,30,1,d
5201,3,0,b
5202,1,0,b
5203,3,0,b
5204,120,1,c
5205,12,1,c
5206,170,1,d
5207,170,1,d
5208,3,0,b
5209,2,1,d
5210,1,0,b
5211,20,0,a
5212,3,0,b
5213,10,0,b
5214,70,0,b
5215,16,0,b
5216,100,0,b
5217,20,1,d
5218,14,1,c
5219,10,0,b
5220,2,0,a
5221,4,0,b
5222,100,0,b
5223,1,0,b
5224,120,0,a
5225,80,0,b
5226,6,0,a
5227,3,0,a
5228,150,1,d
5229,1,0,b
5230,3,0,b
5231,4,0,a
5232,90,0,a
5233,30,0,b
5234,1,0,a
5235,9,0,a
5236,15,0,b
5237,100,1,d
5238,1,1,d
5239,25,0,b
5240,20,0,b
5241,8,0,b
5242,3,0,a
5243,500,1,d
5244,30,0,b
5245,60,0,b
5246,65,0,b
5247,1,0,b
5248,7,0,b
5249,2,1,d
5250,40,0,b
5251,3,0,b
5252,30,0,b
5253,9,0,a
5254,1,0,a
5255,10,0,a
5256,100,0,b
5257,100,0,b
5258,50,0,b
5259,10,0,a
5260,100,1,c
5261,30,1,c
5262,50,0,b
5263,2,0,b
5264,6,0,a
5265,120,1,c
5266,7,1,c
5267,2,0,a
5268,2,0,a
5269,12,0,b
5270,8,0,b
5271,5,0,b
5272,10,0,a
5273,30,0,b
5274,95,1,d
5275,40,0,b
5276,62,1,c
5277,500,0,b
5278,30,0,a
5279,10,0,a
5280,1,0,b
5281,80,0,b
5282,2,0,b
5283,5,0,a
5284,1,0,b
5285,10,0,b
5286,15,0,a
5287,150,0,b
5288,8,0,a
5289,6,0,a
5290,20,0,b
5291,150,0,b
5292,30,1,d
5293,10,1,d
5294,6,0,a
5295,10,0,b
5296,3,0,b
5297,50,1,d
5298,2,0,b
5299,3,0,b
5300,50,0,a
5301,8,0,b
5302,10,0,a
5303,1000,0,a
5304,20,1,d
5305,10,0,b
5306,200,0,b
5307,5,0,b
5308,1,0,b
5309,1,0,b
5310,20,0,a
5311,8,0,b
5312,50,1,d
5313,100,0,b
5314,2,0,b
5315,18,0,a
5316,60,1,c
5317,10,0,b
5318,5,0,b
5319,2,0,b
5320,150,0,b
5321,10,0,b
5322,15,0,a
5323,10,0,b
5324,12,0,b
5325,2,0,b
5326,7,0,a
5327,4,0,a
5328,5,0,b
5329,1,0,b
5330,10,0,a
5331,3,0,a
5332,75,0,b
5333,20,0,a
5334,10,0,b
5335,4,0,b
5336,4,0,b
5337,2,0,b
5338,60,1,d
5339,5,0,b
5340,50,1,d
5341,110,1,c
5342,10,0,b
5343,20,1,c
5344,2,0,b
5345,4,0,b
5346,5,0,b
5347,20,1,d
5348,2,0,b
5349,3,0,b
5350,1,0,b
5351,10,1,d
5352,4,0,b
5353,25,0,b
5354,40,1,d
5355,1,0,b
5356,4,0,b
5357,1,0,b
5358,32,0,a
5359,4,0,b
5360,3,0,a
5361,12,0,a
5362,2,0,a
5363,8,0,b
5364,20,0,a
5365,90,1,d
5366,1,0,b
5367,180,0,b
5368,3,0,b
5369,30,0,b
5370,8,0,b
5371,10,0,a
5372,120,1,d
5373,6,0,b
5374,200,1,d
5375,20,0,b
5376,10,0,b
5377,10,0,b
5378,1,0,b
5379,12,1,d
5380,3,0,b
5381,1,0,a
5382,5,0,b
5383,2,0,b
5384,2,0,a
5385,8,0,b
5386,20,1,c
5387,2,0,b
5388,10,0,a
5389,9,0,b
5390,100,0,b
5391,4,0,a
5392,7,0,b
5393,10,0,b
5394,30,1,d
5395,30,0,b
5396,15,1,d
5397,2,0,a
5398,5,0,b
5399,70,0,b
5400,80,1,d
5401,2,0,b
5402,15,0,b
5403,4,0,b
5404,3,0,b
5405,2,1,d
5406,1,0,b
5407,20,1,d
5408,500,0,a
5409,100,0,b
5410,5,0,b
5411,5,0,b
5412,500,0,b
5413,25,0,b
5414,150,0,a
5415,10,1,d
5416,1,1,d
5417,25,0,b
5418,6,1,d
5419,4,0,b
5420,4,0,a
5421,11,0,a
5422,10,1,c
5423,5,0,b
5424,2,1,d
5425,2,0,b
5426,70,0,b
5427,20,1,d
5428,9,0,b
5429,110,0,b
5430,3,0,a
5431,50,0,a
5432,50,1,d
5433,100,1,d
5434,6,0,a
5435,25,0,b
5436,24,0,b
5437,8,0,b
5438,1,1,d
5439,70,1,c
5440,3,1,c
5441,10,0,a
5442,2,0,b
5443,4,0,b
5444,3,0,b
5445,3,0,b
5446,8,0,b
5447,6,0,b
5448,10,0,b
5449,15,0,a
5450,4,1,d
5451,10,0,b
5452,200,0,b
5453,60,0,b
5454,20,0,b
5455,12,1,d
5456,2,0,b
5457,1,0,b
5458,5,0,b
5459,150,0,a
5460,30,0,b
5461,60,1,c
5462,10,0,b
5463,9,0,b
5464,20,0,b
5465,6,0,b
5466,1,1,d
5467,10,0,b
5468,5,0,b
5469,5,0,b
5470,7,0,a
5471,10,0,b
5472,100,1,d
5473,70,0,b
5474,50,0,b
5475,50,0,b
5476,6,0,b
5477,20,1,d
5478,50,0,b
5479,1,0,b
5480,4,0,b
5481,20,0,b
5482,20,0,b
5483,30,0,b
5484,45,0,b
5485,20,1,d
5486,1,0,a
5487,40,0,b
5488,3,0,b
5489,50,1,d
5490,6,0,b
5491,9,1,d
5492,11,0,a
5493,25,1,d
5494,80,1,d
5495,20,0,b
5496,25,1,c
5497,15,1,d
5498,8,0,a
5499,100,1,d
5500,54,1,d
5501,15,1,d
5502,10,0,b
5503,15,1,d
5504,50,0,b
5505,75,0,b
5506,5,0,a
5507,5,0,a
5508,70,0,b
5509,3,1,d
5510,150,0,b
5511,3,0,b
5512,25,0,b
5513,30,0,b
5514,10,0,b
5515,20,0,b
5516,130,0,b
5517,4,0,b
5518,1,0,b
5519,4,0,b
5520,30,0,a
5521,4,0,a
5522,100,0,b
5523,4,0,a
5524,10,0,b
5525,1,0,a
5526,1,0,b
5527,20,0,b
5528,6,0,b
5529,80,0,b
5530,20,1,d
5531,20,0,b
5532,12,0,a
5533,100,0,b
5534,45,0,a
5535,1,0,b
5536,50,0,b
5537,20,0,b
5538,20,0,a
5539,25,1,c
5540,50,0,b
5541,60,0,b
5542,1,0,b
5543,2,0,b
5544,5,0,a
5545,5,0,b
5546,10,0,b
5547,8,0,a
5548,2,0,a
5549,3,0,b
5550,600,0,a
5551,15,0,b
5552,10,0,a
5553,2,0,a
5554,50,0,b
5555,5,0,b
5556,4,0,a
5557,100,0,a
5558,80,0,b
5559,15,0,a
5560,15,0,a
5561,15,0,b
5562,11,1,d
5563,50,0,a
5564,2,0,a
5565,30,0,b
5566,200,1,d
5567,10,0,b
5568,2,0,b
5569,1,0,b
5570,2,0,b
5571,2,0,b
5572,1,0,a
5573,6,0,b
5574,100,0,b
5575,2,0,b
5576,10,0,b
5577,12,0,b
5578,50,0,b
5579,80,0,b
5580,3,0,a
5581,12,1,c
5582,12,0,b
5583,1,0,b
5584,50,0,b
5585,8,0,a
5586,3,0,b
5587,6,0,b
5588,50,0,b
5589,150,1,d
5590,1,0,b
5591,3,0,b
5592,100,0,a
5593,2,0,b
5594,50,1,c
5595,20,0,b
5596,10,0,a
5597,4,0,b
5598,20,0,a
5599,1,0,a
5600,2,0,b
5601,60,0,b
5602,5,0,a
5603,2,0,b
5604,6,0,b
5605,5,0,a
5606,4,0,a
5607,4,0,b
5608,5,1,d
5609,1,0,b
5610,1,0,b
5611,2,0,a
5612,15,0,a
5613,200,0,a
5614,6,0,b
5615,2,0,b
5616,10,0,a
5617,25,0,b
5618,6,0,b
5619,4,0,b
5620,100,0,a
5621,3,0,b
5622,12,1,c
5623,55,1,d
5624,50,0,b
5625,25,1,d
5626,20,0,a
5627,4,0,b
5628,5,1,c
5629,5,0,b
5630,10,0,b
5631,40,0,a
5632,150,1,d
5633,20,1,d
5634,4,0,b
5635,12,1,c
5636,90,0,b
5637,30,0,b
5638,5,0,b
5639,2,0,b
5640,30,0,a
5641,5,0,b
5642,8,0,b
5643,180,0,b
5644,12,0,b
5645,40,0,b
5646,4,0,b
5647,15,1,d
5648,2,0,b
5649,6,0,b
5650,21,0,a
5651,4,0,b
5652,40,0,b
5653,12,1,c
5654,4,0,b
5655,3,0,b
5656,2,0,b
5657,10,0,b
5658,6,0,b
5659,120,0,b
5660,20,0,b
5661,3,0,a
5662,75,1,d
5663,20,0,b
5664,4,0,b
5665,12,0,b
5666,4,0,b
5667,2,0,b
5668,5,0,b
5669,6,0,a
5670,1,0,b
5671,1,0,b
5672,10,0,a
5673,3,0,b
5674,10,0,a
5675,4,0,b
5676,6,0,a
5677,2,0,a
5678,7,0,b
5679,15,0,b
5680,2,0,b
5681,5,0,b
5682,20,0,b
5683,10,0,b
5684,2,0,a
5685,1,0,a
5686,15,1,d
5687,350,0,a
5688,15,0,b
5689,20,0,a
5690,40,0,b
5691,1,0,a
5692,200,0,a
5693,12,1,d
5694,6,0,b
5695,4,0,a
5696,35,0,a
5697,5,0,b
5698,48,0,b
5699,40,0,b
5700,3,0,b
5701,8,1,d
5702,5,0,b
5703,2,0,b
5704,1,0,a
5705,4,0,b
5706,1,0,b
5707,8,0,b
5708,2,0,b
5709,6,0,b
5710,100,1,d
5711,20,0,b
5712,1,0,b
5713,10,0,b
5714,1,0,b
5715,5,0,b
5716,150,0,b
5717,200,1,c
5718,25,0,b
5719,2,0,b
5720,20,1,d
5721,10,0,a
5722,5,0,b
5723,30,0,b
5724,3,0,a
5725,10,0,b
5726,20,1,d
5727,30,0,a
5728,2,0,b
5729,20,0,b
5730,1,1,c
5731,3,1,d
5732,50,1,d
5733,3,0,b
5734,20,0,b
5735,1,0,a
5736,40,0,b
5737,6,0,b
5738,20,0,a
5739,5,0,a
5740,20,0,a
5741,100,1,d
5742,60,0,b
5743,5,0,b
5744,50,1,c
5745,80,0,b
5746,10,0,b
5747,90,0,b
5748,15,0,b
5749,13,0,b
5750,30,0,b
5751,4,1,c
5752,15,1,d
5753,8,0,a
5754,10,0,b
5755,1,0,b
5756,6,0,b
5757,11,0,a
5758,15,0,b
5759,110,1,d
5760,3,0,b
5761,1,0,b
5762,70,1,d
5763,4,0,b
5764,4,0,a
5765,12,0,b
5766,8,0,b
5767,100,0,a
5768,60,1,d
5769,20,1,d
5770,100,1,d
5771,15,0,b
5772,4,0,b
5773,4,0,a
5774,3,0,a
5775,3,0,b
5776,3,0,b
5777,15,0,b
5778,5,0,b
5779,80,0,a
5780,5,0,a
5781,1,0,a
5782,20,1,d
5783,20,1,d
5784,25,0,b
5785,3,0,b
5786,4,0,a
5787,10,1,d
5788,10,0,b
5789,100,0,b
5790,160,0,b
5791,20,0,b
5792,8,1,d
5793,20,0,a
5794,35,0,a
5795,10,0,b
5796,20,0,b
5797,1,0,b
5798,9,0,b
5799,4,0,b
5800,50,1,d
5801,15,0,b
5802,70,0,b
5803,2,0,a
5804,8,0,b
5805,3,0,a
5806,2,0,b
5807,100,0,a
5808,1,0,b
5809,3,0,a
5810,20,0,b
5811,30,0,b
5812,2,0,b
5813,30,0,a
5814,25,0,b
5815,5,0,a
5816,6,0,a
5817,8,0,b
5818,30,0,a
5819,37,0,a
5820,2,0,b
5821,100,1,d
5822,100,0,b
5823,10,1,d
5824,2,0,b
5825,50,1,d
5826,6,0,b
5827,10,0,b
5828,2,0,b
5829,1,0,b
5830,15,0,b
5831,10,0,b
5832,100,0,a
5833,1,0,b
5834,10,0,b
5835,6,1,d
5836,10,0,b
5837,500,0,b
5838,19,0,b
5839,40,1,d
5840,18,1,c
5841,10,1,d
5842,40,0,b
5843,1,1,c
5844,4,0,b
5845,70,0,b
5846,50,0,b
5847,1,0,a
5848,1,0,a
5849,45,1,c
5850,20,0,b
5851,500,1,d
5852,3,0,b
5853,4,0,a
5854,8,0,b
5855,80,1,d
5856,20,0,b
5857,1,0,b
5858,20,0,b
5859,6,1,c
5860,50,0,b
5861,5,0,b
5862,85,0,b
5863,3,0,b
5864,2,0,b
5865,3,0,a
5866,3,0,b
5867,2,1,d
5868,15,0,b
5869,5,0,b
5870,90,0,b
5871,30,0,b
5872,4,0,a
5873,15,0,a
5874,50,0,b
5875,10,1,c
5876,20,0,b
5877,2,0,a
5878,30,0,a
5879,7,1,d
5880,50,0,b
5881,3,0,b
5882,7,0,a
5883,10,0,a
5884,4,0,b
5885,3,0,b
5886,30,1,c
5887,1,0,b
5888,50,1,d
5889,12,0,b
5890,5,0,a
5891,7,0,b
5892,25,0,b
5893,5,0,b
5894,5,0,b
5895,7,0,b
5896,30,0,a
5897,15,0,b
5898,5,0,b
5899,50,0,b
5900,1,1,d
5901,5,0,b
5902,7,0,b
5903,18,0,b
5904,8,1,d
5905,5,0,b
5906,2,0,a
5907,1,1,d
5908,700,0,b
5909,5,0,b
5910,35,0,a
5911,2,1,c
5912,12,1,d
5913,40,0,b
5914,120,0,b
5915,7,0,b
5916,5,0,b
5917,4,0,b
5918,1,0,b
5919,30,0,b
5920,20,0,b
5921,1,0,b
5922,2,0,b
5923,4,0,b
5924,20,0,b
5925,80,0,b
5926,6,0,b
5927,15,0,b
5928,10,0,a
5929,20,0,a
5930,210,0,b
5931,150,1,d
5932,4,0,b
5933,5,0,b
5934,1,0,b
5935,200,1,d
5936,8,0,b
5937,1,0,b
5938,7,0,b
5939,50,0,a
5940,50,0,b
5941,1,0,b
5942,20,0,b
5943,1,0,b
5944,1,0,b
5945,10,0,b
5946,5,0,a
5947,22,0,a
5948,10,0,b
5949,2,1,d
5950,25,1,d
5951,5,1,d
5952,4,0,b
5953,15,1,d
5954,20,0,b
5955,5,0,a
5956,12,0,b
5957,20,0,b
5958,12,0,b
5959,8,0,b
5960,80,0,a
5961,20,0,a
5962,10,0,b
5963,30,0,a
5964,2,0,b
5965,10,0,b
5966,10,0,b
5967,30,0,b
5968,45,1,d
5969,1,0,b
5970,40,0,b
5971,2,0,b
5972,25,1,d
5973,5,1,c
5974,60,1,d
5975,1,0,b
5976,20,0,a
5977,40,1,c
5978,5,0,b
5979,8,0,b
5980,3,0,b
5981,5,0,b
5982,30,0,b
5983,30,0,b
5984,700,0,b
5985,25,0,b
5986,20,0,b
5987,1,0,b
5988,12,0,a
5989,50,1,d
5990,150,0,b
