id,degree,Y
5137,5,0
5138,7,0
5139,8,0
5140,4,0
5141,8,0
5142,5,0
5143,3,0
5144,5,0
5145,6,0
5146,2,0
5147,5,0
5148,5,1
5149,10,0
5150,7,1
5151,7,0
5152,7,0
5153,2,0
5154,4,0
5155,6,1
5156,2,0
5157,8,0
5158,3,0
5159,6,1
5160,10,0
5161,6,1
5162,8,0
5163,3,0
5164,4,0
5165,6,0
5166,9,0
5167,5,0
5168,4,1
5169,8,0
5170,5,0
5171,3,0
5172,2,0
5173,8,0
5174,4,0
5175,7,0
5176,7,0
5177,7,0
5178,6,0
5179,5,0
5180,5,0
5181,6,1
5182,8,1
5183,8,0
5184,3,1
5185,5,0
5186,9,0
5187,3,0
5188,3,0
5189,9,0
5190,9,0
5191,5,0
5192,5,1
5193,7,1
5194,3,0
5195,6,1
5196,6,0
5197,10,0
5198,4,0
5199,5,0
5200,9,0
5201,8,0
5202,5,0
5203,6,0
5204,3,0
5205,5,0
5206,4,0
5207,2,0
5208,7,0
5209,3,0
5210,5,0
5211,13,0
5212,9,0
5213,4,0
5214,7,1
5215,5,0
5216,5,0
5217,4,0
5218,11,0
5219,3,0
5220,9,0
5221,5,0
5222,4,0
5223,8,0
5224,3,0
5225,5,0
5226,6,0
5227,5,0
5228,8,1
5229,3,0
5230,10,0
5231,4,0
5232,8,1
5233,8,1
5234,4,0
5235,6,0
5236,3,0
5237,3,1
5238,7,0
5239,9,0
5240,6,0
5241,7,1
5242,6,0
5243,8,0
5244,6,1
5245,8,0
5246,9,0
5247,4,0
5248,12,0
5249,11,0
5250,8,0
5251,3,1
5252,6,0
5253,6,1
5254,6,1
5255,4,0
5256,4,0
5257,9,0
5258,5,0
5259,5,0
5260,13,0
5261,8,0
5262,4,0
5263,10,1
5264,9,0
5265,8,0
5266,6,0
5267,6,0
5268,3,1
5269,3,0
5270,6,0
5271,4,0
5272,10,0
5273,3,1
5274,2,1
5275,5,0
5276,5,0
5277,8,1
5278,6,1
5279,6,0
5280,6,0
5281,5,0
5282,8,1
5283,6,1
5284,6,0
5285,4,0
5286,8,0
5287,7,0
5288,6,0
5289,6,1
5290,9,1
5291,10,0
5292,2,0
5293,7,0
5294,3,0
5295,7,0
5296,12,1
5297,6,0
5298,1,1
5299,8,1
5300,4,1
5301,5,0
5302,5,0
5303,6,1
5304,4,0
5305,7,0
5306,9,0
5307,9,1
5308,7,0
5309,3,0
5310,6,0
5311,3,0
5312,8,0
5313,5,0
5314,6,0
5315,4,0
5316,4,0
5317,8,0
5318,4,0
5319,3,0
5320,5,0
5321,5,0
5322,6,0
5323,5,0
5324,4,0
5325,7,1
5326,5,0
5327,10,0
5328,6,0
5329,7,1
5330,4,1
5331,8,0
5332,3,0
5333,4,1
5334,1,0
5335,8,0
5336,4,0
5337,7,0
5338,13,0
5339,6,1
5340,2,0
5341,5,0
5342,4,0
5343,4,0
5344,15,0
5345,5,1
5346,8,0
5347,5,1
5348,5,0
5349,4,0
5350,7,0
5351,4,0
5352,7,1
5353,11,0
5354,6,0
5355,10,1
5356,9,0
5357,4,0
5358,7,1
5359,9,1
5360,0,0
5361,9,0
5362,2,0
5363,11,0
5364,6,0
5365,6,0
5366,3,1
5367,5,1
5368,5,0
5369,4,0
5370,4,0
5371,10,0
5372,1,0
5373,1,1
5374,8,0
5375,9,0
5376,3,0
5377,3,0
5378,3,0
5379,9,0
5380,7,0
5381,7,0
5382,4,0
5383,13,0
5384,12,0
5385,5,0
5386,4,0
5387,9,1
5388,2,0
5389,2,1
5390,7,0
5391,11,1
5392,5,1
5393,8,0
5394,4,0
5395,6,0
5396,5,0
5397,6,0
5398,6,1
5399,10,0
5400,7,0
5401,10,1
5402,9,0
5403,4,0
5404,11,0
5405,7,0
5406,7,0
5407,6,0
5408,5,0
5409,11,0
5410,11,0
5411,3,1
5412,11,1
5413,5,0
5414,6,0
5415,6,0
5416,4,0
5417,3,0
5418,8,0
5419,3,1
5420,5,0
5421,6,0
5422,8,0
5423,7,1
5424,5,0
5425,9,0
5426,4,0
5427,7,0
5428,7,0
5429,3,0
5430,8,0
5431,5,0
5432,3,0
5433,4,0
5434,6,0
5435,7,0
5436,7,0
5437,3,1
5438,10,0
5439,5,0
5440,4,0
5441,6,0
5442,2,1
5443,7,0
5444,6,1
5445,9,0
5446,4,0
5447,9,1
5448,10,0
5449,7,0
5450,6,1
5451,3,0
5452,7,0
5453,7,1
5454,7,1
5455,4,0
5456,6,0
5457,3,0
5458,9,0
5459,5,1
5460,6,0
5461,7,0
5462,9,0
5463,13,0
5464,6,0
5465,9,0
5466,6,0
5467,8,0
5468,5,1
5469,4,0
5470,7,0
5471,6,0
5472,6,0
5473,12,0
5474,4,1
5475,12,0
5476,4,0
5477,5,0
5478,6,0
5479,2,0
5480,6,1
5481,6,0
5482,4,1
5483,5,1
5484,6,0
5485,7,0
5486,4,0
5487,11,1
5488,8,0
5489,10,0
5490,11,0
5491,3,1
5492,5,0
5493,7,0
5494,8,1
5495,4,1
5496,8,1
5497,10,0
5498,2,0
5499,8,0
5500,4,0
5501,9,0
5502,8,0
5503,5,0
5504,5,0
5505,2,0
5506,6,1
5507,6,0
5508,8,0
5509,6,0
5510,8,0
5511,4,0
5512,4,0
5513,7,0
5514,8,0
5515,7,1
5516,9,1
5517,7,0
5518,2,0
5519,11,1
5520,4,0
5521,6,0
5522,7,0
5523,11,1
5524,4,0
5525,5,0
5526,5,0
5527,6,1
5528,6,0
5529,7,1
5530,6,0
5531,5,0
5532,5,0
5533,6,0
5534,6,0
5535,6,0
5536,7,0
5537,3,0
5538,5,1
5539,11,1
5540,5,1
5541,8,0
5542,4,0
5543,5,0
5544,6,0
5545,9,0
5546,6,0
5547,5,0
5548,5,0
5549,9,0
5550,4,0
5551,5,0
5552,11,0
5553,10,0
5554,2,1
5555,2,0
5556,6,0
5557,5,0
5558,4,0
5559,6,0
5560,4,0
5561,7,0
5562,5,0
5563,6,0
5564,4,0
5565,8,0
5566,4,0
5567,3,0
5568,7,0
5569,4,0
5570,6,0
5571,5,0
5572,6,0
5573,7,0
5574,4,0
5575,11,0
5576,6,0
5577,5,0
5578,5,0
5579,5,0
5580,8,0
5581,5,1
5582,8,0
5583,3,0
5584,13,0
5585,4,0
5586,3,1
5587,8,0
5588,4,1
5589,10,1
5590,5,1
5591,5,0
5592,8,0
5593,6,0
5594,8,0
5595,3,0
5596,4,1
5597,6,1
5598,6,0
5599,6,1
5600,9,0
5601,5,0
5602,9,0
5603,9,0
5604,8,0
5605,7,0
5606,5,0
5607,3,0
5608,10,1
5609,2,0
5610,5,0
5611,7,1
5612,6,0
5613,13,0
5614,7,0
5615,4,0
5616,9,1
5617,5,0
5618,4,0
5619,8,0
5620,5,0
5621,5,0
5622,10,1
5623,4,0
5624,3,0
5625,10,0
5626,7,0
5627,15,1
5628,11,0
5629,4,0
5630,2,0
5631,5,0
5632,5,0
5633,6,0
5634,9,0
5635,5,0
5636,7,0
5637,6,1
5638,9,0
5639,9,0
5640,6,0
5641,5,0
5642,1,1
5643,5,0
5644,8,0
5645,9,0
5646,3,0
5647,2,1
5648,10,0
5649,4,0
5650,5,0
5651,8,0
5652,3,1
5653,8,0
5654,5,0
5655,6,0
5656,5,0
5657,5,0
5658,5,0
5659,5,0
5660,7,1
5661,2,0
5662,5,0
5663,5,0
5664,5,0
5665,3,0
5666,9,1
5667,9,0
5668,4,0
5669,6,0
5670,4,0
5671,8,0
5672,8,0
5673,7,0
5674,3,0
5675,3,1
5676,7,0
5677,7,0
5678,7,1
5679,8,0
5680,11,0
5681,4,0
5682,5,0
5683,4,0
5684,13,0
5685,3,0
5686,6,0
5687,5,0
5688,7,0
5689,3,0
5690,4,0
5691,9,0
5692,7,0
5693,5,1
5694,8,0
5695,12,0
5696,8,1
5697,2,0
5698,10,0
5699,8,0
5700,5,0
5701,3,0
5702,7,0
5703,4,0
5704,3,0
5705,7,0
5706,4,1
5707,3,0
5708,7,0
5709,4,0
5710,4,0
5711,3,0
5712,5,0
5713,9,0
5714,5,1
5715,6,0
5716,9,0
5717,10,1
5718,6,0
5719,4,0
5720,7,0
5721,6,0
5722,4,0
5723,8,0
5724,6,1
5725,2,0
5726,6,0
5727,4,0
5728,9,0
5729,2,0
5730,7,1
5731,6,0
5732,8,0
5733,7,0
5734,9,0
5735,3,1
5736,7,0
5737,8,0
5738,5,0
5739,8,0
5740,4,0
5741,9,0
5742,6,0
5743,6,0
5744,6,1
5745,4,0
5746,4,0
5747,3,0
5748,6,1
5749,2,0
5750,6,0
5751,1,0
5752,8,0
5753,3,1
5754,4,0
5755,8,0
5756,12,0
5757,5,0
5758,8,0
5759,4,0
5760,4,0
5761,9,0
5762,5,0
5763,3,0
5764,2,0
5765,7,1
5766,8,0
5767,5,1
5768,3,0
5769,10,1
5770,7,1
5771,3,0
5772,5,0
5773,4,0
5774,7,0
5775,4,0
5776,10,0
5777,4,0
5778,6,0
5779,5,0
5780,7,0
5781,8,0
5782,3,1
5783,4,0
5784,5,0
5785,7,0
5786,6,1
5787,7,1
5788,7,0
5789,6,0
5790,6,0
5791,5,1
5792,2,0
5793,5,0
5794,2,0
5795,5,0
5796,6,0
5797,5,0
5798,5,0
5799,6,0
5800,8,0
5801,7,0
5802,6,1
5803,0,0
5804,3,1
5805,3,1
5806,5,0
5807,5,0
5808,9,0
5809,2,0
5810,4,0
5811,1,0
5812,9,0
5813,4,0
5814,6,0
5815,6,0
5816,4,0
5817,3,0
5818,6,1
5819,6,0
5820,9,0
5821,7,0
5822,2,0
5823,5,0
5824,7,0
5825,2,0
5826,8,0
5827,3,0
5828,2,0
5829,4,0
5830,5,1
5831,3,0
5832,6,0
5833,8,0
5834,3,0
5835,5,1
5836,3,0
5837,7,0
5838,5,0
5839,6,0
5840,6,0
5841,5,0
5842,5,0
5843,9,0
5844,8,0
5845,4,1
5846,6,0
5847,6,0
5848,1,1
5849,7,0
5850,5,0
5851,5,1
5852,5,0
5853,7,0
5854,2,0
5855,5,0
5856,3,0
5857,6,0
5858,3,0
5859,3,0
5860,5,0
5861,7,1
5862,6,0
5863,5,0
5864,7,0
5865,6,0
5866,6,0
5867,4,0
5868,7,0
5869,3,0
5870,7,0
5871,7,0
5872,7,0
5873,2,1
5874,5,0
5875,5,0
5876,6,0
5877,5,0
5878,6,0
5879,6,0
5880,10,0
5881,3,0
5882,4,0
5883,5,0
5884,4,0
5885,8,0
5886,7,0
5887,5,1
5888,3,0
5889,6,0
5890,6,0
5891,5,0
5892,7,0
5893,10,0
5894,6,0
5895,10,0
5896,8,0
5897,6,0
5898,4,0
5899,12,0
5900,6,0
5901,7,0
5902,3,0
5903,6,0
5904,3,0
5905,4,0
5906,9,1
5907,8,0
5908,8,0
5909,10,0
5910,12,1
5911,9,1
5912,2,0
5913,3,0
5914,5,0
5915,7,1
5916,5,1
5917,7,0
5918,7,1
5919,7,0
5920,6,0
5921,10,1
5922,7,0
5923,5,0
5924,11,1
5925,7,0
5926,7,0
5927,6,0
5928,5,1
5929,6,0
5930,6,0
5931,3,0
5932,4,0
5933,4,0
5934,5,1
5935,7,1
5936,4,0
5937,8,1
5938,3,1
5939,7,1
5940,4,0
5941,6,0
5942,4,0
5943,7,0
5944,9,0
5945,6,1
5946,10,0
5947,7,0
5948,4,0
5949,8,0
5950,9,0
5951,4,0
5952,9,0
5953,4,0
5954,2,0
5955,7,1
5956,10,0
5957,1,0
5958,1,0
5959,7,0
5960,6,0
5961,2,0
5962,8,1
5963,5,0
5964,5,0
5965,6,1
5966,6,0
5967,8,1
5968,4,0
5969,7,0
5970,6,0
5971,5,0
5972,6,1
5973,11,0
5974,10,0
5975,3,0
5976,4,0
5977,5,1
5978,4,0
5979,8,1
5980,7,0
5981,7,1
5982,7,0
5983,5,0
5984,5,0
5985,5,1
5986,9,0
5987,13,0
5988,6,1
5989,2,1
5990,8,0
5991,6,0
5992,4,0
5993,8,0
5994,8,1
5995,5,1
5996,6,0
5997,6,0
5998,9,0
5999,7,0
6000,9,0
6001,4,0
6002,7,0
6003,6,1
6004,4,0
6005,5,0
6006,2,0
6007,9,0
6008,5,0
6009,7,1
6010,9,0
6011,8,1
6012,6,0
6013,7,0
6014,8,0
6015,3,0
6016,4,1
6017,6,0
6018,3,0
6019,3,0
6020,4,0
6021,3,1
6022,3,0
6023,7,0
6024,11,0
6025,7,0
6026,8,0
6027,3,0
6028,3,0
6029,6,0
6030,6,0
6031,7,0
6032,5,1
6033,4,1
6034,6,0
6035,10,0
6036,7,0
6037,9,0
6038,8,0
6039,7,0
6040,2,0
6041,4,0
6042,4,0
6043,5,1
6044,7,0
6045,1,0
6046,5,0
6047,7,0
6048,4,0
6049,7,0
6050,3,0
6051,8,1
6052,5,0
6053,5,0
6054,6,0
6055,8,1
6056,6,1
6057,8,0
6058,7,0
6059,3,0
6060,11,0
6061,5,0
6062,1,0
6063,5,0
6064,8,0
6065,7,0
6066,6,0
6067,5,1
6068,6,0
6069,6,0
6070,5,0
6071,3,0
6072,9,0
6073,7,0
6074,5,0
6075,13,0
6076,7,0
6077,2,0
6078,10,0
6079,4,0
6080,7,0
6081,6,0
6082,8,0
6083,5,1
6084,3,0
6085,6,1
6086,8,1
6087,4,0
6088,9,0
6089,3,0
6090,9,0
6091,7,0
6092,9,0
6093,6,0
6094,12,0
6095,3,1
6096,8,1
6097,7,1
6098,10,0
6099,4,0
6100,4,0
6101,11,0
6102,4,1
6103,3,0
6104,9,0
6105,4,0
6106,2,0
6107,10,0
6108,7,0
6109,5,0
6110,2,0
6111,3,1
6112,6,0
6113,8,0
6114,4,1
6115,5,0
6116,1,0
6117,11,0
6118,8,0
6119,3,0
6120,7,0
6121,3,1
6122,4,0
6123,6,0
6124,4,0
6125,3,0
6126,11,0
6127,6,0
6128,9,1
6129,4,0
6130,1,0
6131,7,0
6132,9,1
6133,5,0
6134,6,0
6135,3,0
6136,12,0
6137,5,0
6138,6,0
6139,8,0
6140,2,0
6141,10,0
6142,4,1
6143,5,0
6144,5,0
6145,5,0
6146,1,0
6147,5,0
6148,2,0
6149,5,0
6150,8,0
6151,6,0
6152,5,0
6153,4,0
6154,4,0
6155,7,0
6156,7,0
6157,9,1
6158,3,0
6159,5,0
6160,6,1
6161,5,0
6162,4,0
6163,4,0
6164,8,1
6165,4,0
6166,8,1
6167,5,1
6168,2,0
6169,3,0
6170,6,0
6171,9,0
6172,6,0
6173,8,0
6174,6,0
6175,5,0
6176,4,1
6177,7,0
6178,6,0
6179,3,0
6180,7,0
6181,8,1
6182,8,0
6183,2,0
6184,3,0
6185,4,0
6186,6,0
6187,6,0
6188,6,1
6189,5,0
6190,7,0
6191,6,1
6192,5,0
6193,7,0
6194,4,0
6195,7,0
6196,8,1
6197,9,0
6198,9,0
6199,7,0
6200,9,0
6201,4,0
6202,9,0
6203,4,1
6204,4,0
6205,9,1
6206,3,0
6207,5,1
6208,6,0
6209,3,0
6210,8,0
6211,7,0
6212,8,0
6213,4,0
6214,5,0
6215,6,0
6216,6,0
6217,3,0
6218,9,1
6219,4,0
6220,8,0
6221,6,0
6222,8,0
6223,7,1
6224,5,0
6225,6,0
6226,5,0
6227,4,1
6228,6,1
6229,3,0
6230,5,1
6231,6,1
6232,6,0
6233,5,1
6234,9,0
6235,3,0
6236,6,0
6237,8,0
6238,2,0
6239,5,0
6240,4,0
6241,8,0
6242,5,1
6243,7,0
6244,8,0
6245,4,0
6246,4,0
6247,4,0
6248,8,0
6249,5,0
6250,4,0
6251,3,0
6252,4,0
6253,3,0
6254,6,0
6255,7,1
6256,8,0
6257,9,0
6258,7,0
6259,6,0
6260,5,0
6261,9,0
6262,8,0
6263,9,0
6264,4,0
6265,7,0
6266,5,0
6267,7,0
6268,4,0
6269,8,0
6270,8,0
6271,7,1
6272,4,0
6273,5,0
6274,8,0
6275,3,1
6276,3,0
6277,7,0
6278,1,0
6279,3,0
6280,4,0
6281,8,0
6282,3,0
6283,6,0
6284,10,0
6285,3,0
6286,8,0
6287,9,1
6288,7,0
6289,5,0
6290,4,0
6291,1,0
6292,4,0
6293,6,0
6294,6,1
6295,9,0
6296,4,0
6297,7,0
6298,4,0
6299,7,0
6300,8,0
6301,7,1
6302,6,1
6303,8,0
6304,3,0
6305,8,0
6306,5,0
6307,11,0
6308,10,0
6309,8,0
6310,3,0
6311,5,0
6312,6,0
6313,9,0
6314,10,0
6315,5,0
6316,8,1
6317,4,0
6318,4,1
6319,10,1
6320,6,1
6321,6,1
6322,5,0
6323,4,0
6324,6,0
6325,7,0
6326,7,0
6327,6,0
6328,2,0
6329,4,1
6330,2,0
6331,5,1
6332,10,0
6333,6,0
6334,7,0
6335,7,0
6336,3,1
6337,7,0
6338,4,0
6339,4,0
6340,11,0
6341,12,0
6342,6,0
6343,2,0
6344,7,0
6345,8,0
6346,6,0
6347,2,0
6348,5,0
6349,3,0
6350,5,0
6351,3,0
6352,5,0
6353,6,1
6354,7,0
6355,8,0
6356,7,0
6357,4,0
6358,7,0
6359,5,0
6360,6,1
6361,6,1
6362,6,1
6363,4,1
6364,6,0
6365,10,0
6366,9,0
6367,6,0
6368,6,0
6369,7,1
6370,5,0
6371,5,1
6372,10,0
6373,4,0
6374,10,0
6375,3,0
6376,5,1
6377,8,0
6378,5,0
6379,5,0
6380,5,0
6381,5,1
6382,5,0
6383,5,0
6384,7,1
6385,8,0
6386,5,0
6387,3,0
6388,5,0
6389,4,1
6390,8,0
6391,7,0
6392,5,1
6393,4,0
6394,5,0
6395,4,1
6396,8,0
6397,5,0
6398,3,0
6399,1,0
6400,6,0
6401,6,0
6402,4,0
6403,6,0
6404,4,1
6405,4,0
6406,6,0
6407,7,0
6408,8,0
6409,8,0
6410,8,0
6411,5,1
6412,6,0
6413,7,0
6414,5,0
6415,3,0
6416,7,0
6417,7,0
6418,4,0
6419,7,0
6420,5,0
6421,3,0
6422,2,0
6423,8,0
6424,2,0
6425,3,0
6426,10,0
6427,4,0
6428,5,0
6429,8,0
6430,9,1
6431,8,1
6432,6,1
6433,6,0
6434,3,0
6435,5,0
6436,6,0
6437,5,0
6438,7,0
6439,7,0
6440,7,0
6441,7,1
6442,7,0
6443,6,0
6444,8,0
6445,7,0
6446,8,0
6447,3,1
6448,4,0
6449,5,0
6450,4,0
6451,8,0
6452,9,0
6453,4,0
6454,8,1
6455,7,0
6456,5,0
6457,5,0
6458,11,1
6459,7,0
6460,6,0
6461,5,0
6462,3,1
6463,7,0
6464,8,1
6465,6,0
6466,3,0
6467,7,0
6468,4,0
6469,4,0
6470,1,0
6471,6,0
6472,6,0
6473,3,0
6474,7,0
6475,7,0
6476,3,0
6477,3,0
6478,4,0
6479,9,0
6480,11,0
6481,3,0
6482,9,0
6483,6,0
6484,5,0
6485,8,0
6486,6,0
6487,9,0
6488,12,0
6489,4,0
6490,7,0
6491,10,0
6492,12,0
6493,5,1
6494,6,0
6495,5,0
6496,5,1
6497,7,0
6498,4,0
6499,5,1
6500,3,0
6501,7,0
6502,5,1
6503,5,0
6504,5,1
6505,4,0
6506,6,0
6507,4,0
6508,9,0
6509,9,0
6510,7,0
6511,8,0
6512,4,0
6513,7,0
6514,5,0
6515,4,0
6516,9,0
6517,9,0
6518,8,0
6519,7,0
6520,6,0
6521,5,0
6522,10,0
6523,2,0
6524,3,0
6525,4,0
6526,7,1
6527,6,0
6528,9,0
6529,5,0
6530,4,1
6531,4,0
6532,6,1
6533,9,0
6534,12,0
6535,9,0
6536,7,0
6537,6,0
6538,6,0
6539,7,0
6540,7,0
6541,6,0
6542,6,0
6543,2,0
6544,5,0
6545,7,0
6546,6,0
6547,1,0
6548,5,0
6549,1,0
6550,3,0
6551,7,0
6552,9,0
6553,10,0
6554,5,0
6555,6,0
6556,4,0
6557,8,0
6558,7,0
6559,11,1
6560,7,0
6561,13,0
6562,6,0
6563,2,0
6564,5,0
6565,12,0
6566,3,0
6567,4,0
6568,7,0
6569,3,0
6570,4,1
6571,6,1
6572,5,0
6573,6,0
6574,8,0
6575,7,0
6576,6,0
6577,6,0
6578,4,0
6579,7,0
6580,8,0
6581,3,0
6582,5,0
6583,5,0
6584,2,0
6585,8,0
6586,7,0
6587,12,0
6588,8,0
6589,7,0
6590,5,0
6591,9,0
6592,3,1
6593,7,0
6594,6,0
6595,4,0
6596,4,0
6597,9,0
6598,6,0
6599,8,0
6600,13,0
6601,5,0
6602,6,0
6603,4,0
6604,6,0
6605,8,0
6606,13,0
6607,3,1
6608,7,0
6609,9,1
6610,5,1
6611,6,0
6612,2,0
6613,3,1
6614,9,0
6615,8,0
6616,7,0
6617,6,0
6618,4,0
6619,6,0
6620,7,0
6621,7,0
6622,7,0
6623,6,0
6624,7,0
6625,10,0
6626,8,1
6627,5,1
6628,3,0
6629,2,0
6630,9,0
6631,4,0
6632,6,0
6633,4,1
6634,7,0
6635,6,0
6636,4,0
6637,5,0
6638,5,1
6639,5,0
6640,7,0
6641,5,0
6642,8,0
6643,4,0
6644,6,1
6645,9,0
6646,3,0
6647,7,1
6648,7,0
6649,6,1
6650,4,0
6651,3,0
6652,3,0
6653,4,0
6654,10,0
6655,4,0
6656,3,0
6657,9,0
6658,4,0
6659,6,0
6660,4,0
6661,8,0
6662,11,0
6663,5,0
6664,1,0
6665,6,0
6666,6,0
6667,6,0
6668,6,0
6669,5,1
6670,9,0
6671,7,0
6672,1,0
6673,7,0
6674,6,0
6675,11,0
6676,7,0
6677,5,1
6678,6,1
6679,13,0
6680,6,1
6681,3,0
6682,3,0
6683,3,1
6684,9,1
6685,5,0
6686,7,0
6687,2,0
6688,3,0
6689,4,0
6690,7,0
6691,6,0
6692,7,1
6693,7,1
6694,6,0
6695,2,0
6696,7,1
6697,10,1
6698,4,0
6699,12,0
6700,8,1
6701,6,1
6702,4,1
6703,3,1
6704,8,1
6705,8,0
6706,3,0
6707,4,1
6708,7,0
6709,8,0
6710,6,0
6711,3,0
6712,5,0
6713,5,0
6714,9,0
6715,2,0
6716,6,0
6717,5,0
6718,4,0
6719,9,0
6720,6,0
6721,3,0
6722,6,0
6723,1,1
6724,5,0
6725,12,0
6726,9,0
6727,9,0
6728,4,0
6729,12,0
6730,4,0
6731,4,0
6732,8,0
6733,3,0
6734,5,1
6735,9,0
6736,6,0
6737,9,0
6738,6,0
6739,3,0
6740,5,0
6741,6,0
6742,8,0
6743,5,1
6744,3,0
6745,5,0
6746,11,0
6747,9,0
6748,4,1
6749,6,1
6750,3,0
6751,5,0
6752,5,0
6753,4,0
6754,4,0
6755,10,0
6756,3,0
6757,7,1
6758,12,0
6759,4,0
6760,5,0
6761,3,0
6762,11,1
6763,5,1
6764,8,0
6765,5,0
6766,4,0
6767,9,0
6768,5,0
6769,3,0
6770,8,0
6771,4,0
6772,8,0
6773,6,0
6774,7,1
6775,9,0
6776,4,0
6777,3,0
6778,8,0
6779,7,0
6780,5,0
6781,4,0
6782,6,0
6783,8,0
6784,9,0
6785,7,0
6786,7,0
6787,6,0
6788,3,0
6789,6,0
6790,11,1
6791,5,0
6792,5,0
6793,7,0
6794,3,1
6795,4,0
6796,8,0
6797,6,0
6798,8,0
6799,7,0
6800,12,0
6801,8,1
6802,6,0
6803,6,0
6804,10,0
6805,8,0
6806,6,0
6807,7,0
6808,8,0
6809,3,0
6810,9,0
6811,5,1
6812,6,0
6813,0,1
6814,6,1
6815,5,0
6816,4,1
6817,9,0
6818,5,0
6819,3,0
6820,6,1
6821,6,0
6822,6,0
6823,3,1
6824,5,0
6825,6,0
6826,5,0
6827,4,0
6828,7,0
6829,4,0
6830,3,1
6831,8,0
6832,3,0
6833,7,0
6834,5,0
6835,6,1
6836,2,1
6837,5,0
6838,6,1
6839,9,0
6840,3,1
6841,2,0
6842,5,1
6843,8,0
6844,7,0
6845,8,0
6846,7,1
6847,7,1
6848,11,1
6849,7,1
6850,7,1
6851,3,0
6852,4,0
6853,5,0
6854,3,0
6855,10,1
6856,8,0
6857,3,1
6858,2,1
6859,7,0
6860,4,0
6861,5,0
6862,6,1
6863,4,0
6864,2,1
6865,6,0
6866,6,0
6867,9,0
6868,4,0
6869,3,0
6870,6,1
6871,8,0
6872,9,0
6873,8,1
6874,5,0
6875,8,1
6876,7,0
6877,5,1
6878,5,0
6879,5,0
6880,7,1
6881,6,0
6882,3,0
6883,5,0
6884,5,1
6885,7,1
6886,9,0
6887,4,0
6888,3,0
6889,7,1
6890,2,0
6891,10,0
6892,8,1
6893,3,0
6894,5,0
6895,11,0
6896,5,0
6897,4,0
6898,7,0
6899,7,0
6900,8,0
6901,7,1
6902,6,0
6903,7,0
6904,5,0
6905,2,0
6906,11,1
6907,7,0
6908,7,0
6909,10,0
6910,4,0
6911,5,1
6912,7,0
6913,7,0
6914,7,0
6915,5,1
6916,6,1
6917,14,0
6918,10,0
6919,10,0
6920,7,0
6921,6,0
6922,8,0
6923,6,0
6924,6,0
6925,8,0
6926,8,0
6927,5,0
6928,6,0
6929,7,0
6930,5,0
6931,6,1
6932,6,0
6933,10,0
6934,8,1
6935,7,1
6936,5,1
6937,7,0
6938,3,0
6939,9,0
6940,5,0
6941,6,0
6942,5,0
6943,5,0
6944,8,1
6945,9,0
6946,4,0
6947,6,0
6948,3,0
6949,7,0
6950,4,0
6951,7,1
6952,3,0
6953,8,0
6954,7,0
6955,7,1
6956,7,0
6957,4,1
6958,6,1
6959,7,0
6960,11,0
6961,6,0
6962,6,0
6963,8,0
6964,7,0
6965,5,0
6966,10,0
6967,6,0
6968,3,0
6969,3,0
6970,3,0
6971,7,1
6972,6,0
6973,7,0
6974,5,1
6975,5,1
6976,7,0
6977,4,0
6978,7,0
6979,6,1
6980,7,1
6981,8,1
6982,4,0
6983,4,0
6984,7,0
6985,6,1
6986,9,0
6987,4,0
6988,7,0
6989,1,0
6990,8,0
6991,5,0
6992,4,0
6993,4,0
6994,6,1
6995,2,1
6996,6,0
6997,3,0
6998,3,0
6999,8,0
7000,7,0
7001,4,0
7002,1,0
7003,4,0
7004,8,0
7005,12,0
7006,6,0
7007,7,0
7008,7,0
7009,4,0
7010,13,0
7011,5,0
7012,4,0
7013,8,0
7014,6,0
7015,6,0
7016,11,0
7017,6,1
7018,3,0
7019,9,0
7020,6,0
7021,4,0
7022,4,0
7023,7,0
7024,8,0
7025,4,1
7026,6,1
7027,7,1
7028,9,0
7029,4,0
7030,3,0
7031,8,0
7032,5,1
7033,7,0
7034,2,0
7035,3,0
7036,9,0
7037,2,1
7038,8,1
7039,5,1
7040,12,0
7041,7,0
7042,6,0
7043,7,0
7044,7,0
7045,10,0
7046,9,0
7047,7,0
7048,5,0
7049,6,0
7050,5,0
7051,14,0
7052,6,0
7053,7,0
7054,9,1
7055,4,0
7056,10,0
7057,6,0
7058,6,0
7059,7,0
7060,9,1
7061,3,0
7062,2,0
7063,6,0
7064,9,0
7065,4,0
7066,5,0
7067,6,1
7068,12,0
7069,10,0
7070,10,1
7071,4,0
7072,6,0
7073,3,0
7074,6,0
7075,8,0
7076,9,0
7077,3,0
7078,8,0
7079,7,1
7080,8,1
7081,6,0
7082,2,0
7083,7,0
7084,9,0
7085,3,1
7086,5,0
7087,8,0
7088,7,0
7089,2,0
7090,7,0
7091,10,0
7092,10,0
7093,4,0
7094,6,0
7095,8,0
7096,6,1
7097,2,0
7098,6,0
7099,4,0
7100,10,0
7101,6,1
7102,9,0
7103,4,0
7104,3,1
7105,4,0
7106,7,0
7107,5,0
7108,7,0
7109,7,0
7110,7,1
7111,6,0
7112,10,0
7113,3,1
7114,5,0
7115,3,1
7116,5,0
7117,10,0
7118,8,0
7119,1,1
7120,4,0
7121,5,1
7122,9,0
7123,5,0
7124,5,0
7125,11,0
7126,7,0
7127,6,1
7128,6,0
7129,11,1
7130,3,1
7131,8,0
7132,4,0
7133,7,0
7134,4,0
